review_id,user_id,business_id,stars,suspicious_score_v2,hybrid_score,hybrid_label,agentic_action
1KhtNOyfDXCYVdLRQ0SjgQ,bc8w3CYs70_EgwTxQHVjQA,JGpl_nv5hHKGEOdphj-9-g,3,1,0.5,0,No action
IolU9r-B-NBp-rDRso6GaQ,bvYk98zUE61KoWifshskpw,z5r8zD7vGPCMpKljERvKqg,1,1,0.5,0,No action
DdeLB3snAlRh2qtZVss9LQ,RknsoxpICgtuuv46uaTpyw,R8VwdLyvsp9iybNqRvm94g,4,1,0.5,0,No action
Cq9HM6xD-y-qA-nKoOOPtA,d0wJVf7Gv7v1B-HHYhxZtQ,bc-lE-wGVAsUrX-kJhtY-Q,2,0,0.0,0,No action
2Vykbm0AO1_KjK2XB8W-KA,p6Os13EIOkUOUK5pzd0-ag,6VRbbNQe5ouWmwsMebUMkg,5,2,1.5,2,Hide review & alert moderator
x7_1l-zEcADww6KwO1-LIg,LiBeWMVMk4pI3hRrsYiAJQ,TAlmdEr0RNWZh9IiUS_BLA,4,0,0.0,0,No action
hfPUZTSCEACNP8d1FYUKCQ,hduuRwJpz8gukqbFC26rcA,ItMihRR-t810HgctGofF3g,4,0,0.0,0,No action
A0-FUf6-Q-NI8iWxF857lQ,NHAIwjKa8RfSzlwATIsAHA,rZbHg4ACfN3iShdsT47WKQ,5,2,1.5,2,Hide review & alert moderator
PxcSbgfDs6yBh_6nBeNcQg,xg4AdOGHFxJyWByFbG8stA,8ZwO9VuLDWJOXmtAdc7LXQ,3,0,0.0,0,No action
3zMROSt7HNbyq7Lp-MzaWA,Cp-PV8rsypbO-xBrQ6KmQg,cof7qW-PD0M7Jykclg48oQ,4,0,0.0,0,No action
Wke6QDpOcszhU5EHL2bC1w,jdeNI5TTTuM6mj3HTgstRA,FGTbFEyNmsPoDoD93T8iSg,3,0,0.0,0,No action
T5uA9SW0saB8wuFMs9IsyQ,r-zwGpl12La0MQn4Jf-2hw,c2_iUhnFqctffbBCSVMEbQ,4,0,0.0,0,No action
yCB0PVMgHBCJYaAN7ZIAzg,oHn52UJAeJQJxDOob4FEAw,W0eocyGliMbg8NScqERaiA,5,1,0.5,0,No action
R3Dndbcc0jEAlXyr4JV1EA,5RxpP2Woo7CpOGUmKgDyAw,EWMwV5V9BxNs_U6nNVMeqw,5,1,0.5,0,No action
YlAdlU2f1Fumt7U6OGUs0A,uQcl8Usm1cK9bQYbpXYdiQ,VDzgxHjMJj-1nMfJMtcSPQ,2,0,0.0,0,No action
jWvzWKC2AM-enanyY0rOjw,NMNiUVcUFLPWjQme5Fo6Dg,2ceeU8e3nZjaPfGmLwh4kg,2,0,0.0,0,No action
POFRAQRX9UY4BF6faAP0jQ,#NAME?,JhupPnWfNlMJivnWB5druA,4,1,0.5,0,No action
mf3osxL0XKEwcJ37tWzOMg,pcYFt1EjfOizhvRJDiz3AA,KGX7O-_WqOIy9o7u9NOa9A,5,1,0.5,0,No action
RfpcyW2C579dHixRbwa9XA,IESg-R-NaG8yQwNdxxftyw,luCSjoNQ9q_0QIjKKOy2pQ,4,1,0.5,0,No action
pXuWwfsLqMhNBRG_MLsBGA,ur1hCrzqzOLB0vCnjONTzA,GlfwqH2dY3MKxrRirKeueg,1,1,0.5,0,No action
1WupnSzzotzuhjkyl7yTEA,wB7YiVcqEWyL7arlVLsa-g,R8VwdLyvsp9iybNqRvm94g,4,1,0.5,0,No action
hAWU7LKCKdeM0lYyYfY3fQ,ehCtzkedHa4Oq5c0IJ9X8A,Qr232ykh-d73aAKQqfdu8Q,5,2,1.5,2,Hide review & alert moderator
5luYHSisIHcx7YtZohJPaQ,4OFp34tCTh9Pps5nsjt_lw,NAkRjPhS4yCD5trp0dY-bQ,1,2,1.395,2,Hide review & alert moderator
INhnWFbTOFOil3Q_Is0RGw,BX9K5JMU-NnjxJaNKxImpQ,MHy50GRrcXxMORpF_-kNCA,5,1,0.5,0,No action
Q79BryA9gKNujzm39jpDKQ,a8gpBi7biN9VAoJwKgl3Xw,0COaKgRuDzBisc2AxcLzMA,2,1,0.5,0,No action
XThJY15-3koNSfynPQTJ_w,8qSr4B1NJL99rlylewUjOw,PoRYjYUSjmeWM1WLsx_45w,4,0,0.0,0,No action
u2OXOYGUcKilQf8ndpbSkw,thdVzCfKx-DV0zYWqId3pw,qBc36uFI7orWS8NpYZCv_w,3,0,0.0,0,No action
gNepvdQlS4feEB92g33qVw,VaLglvhXegtW1OMF6_Xfag,UUssRgBCO_riWg3chbv9Zg,2,1,0.5,0,No action
PgSPQE9n-c3FqUhmSoJHAw,h3TnHCqFga0VgPO390PjKA,byhwHi0lhYdyY5kSpuqoaQ,4,1,0.5,0,No action
FabrQiKKx83aiG4PNdd_hA,Zwtx7FLZcK5F2P0-Tz8mHg,d-wxvpytpGuvSp8w1M4FzA,4,0,0.0,0,No action
olF_c_Lv-MCdFrfb6ixILw,g45j6zxyjTmEy6nhf42o0g,R3sbDS0YcJDedSmUjwE48Q,5,1,0.5,0,No action
s6Gx6KvpjEdbNK_yYVSyhw,17PPxx8RxjOUD_nQZ1aHEw,vZBYSQtTbY9MaYu5qNuU8Q,5,1,0.5,0,No action
jw-Hqj5F0SO33vRhw0W5zA,JPdGiAA8qNS-9Re2RN5qVA,UAATzhTdfd43S8F0SwXDcw,5,2,1.5,2,Hide review & alert moderator
mIhNUhDZqzUM6xstFv7lGg,eL2AbD_vXdP57eewFH21lQ,FGePlnlKXHxBrxYMNGtdAw,5,1,0.5,0,No action
yHkvJxOyBbGT3MG-d487zw,mRAPMBM3dbw8KXNit1aDCw,LzNJLEIo4gh-X_rmDkNkNg,4,0,0.0,0,No action
fm77arZHyksGfjdRoSB5Zg,wC1CPV5bf--bDLtlhNSPLg,0lEp4vISRmOXa8Xz2pWhbw,4,1,0.5,0,No action
ZosKIEfjUXP64RIg6bCmyg,k7hlbzPqiyNRDSKDNsevRg,W6TgqysHj-5rFryJ2IIyfQ,2,1,0.5,0,No action
SOUAXFGLrvunLJQNXQcgCA,RqfHaelhNMn-UpTRnAtw8w,ujLZmyy11g1JHCQTxRA3Dw,4,0,0.0,0,No action
KnBBQ-r_eP9h3MNEBhhNrA,RgqU8dg9zaSSkwAlyB5Isw,zruUQvFySeXyEd7_rQixBg,4,0,0.0,0,No action
WZsnJvHQoXIRlYA0c9XmQQ,AKfF9LglCfrV6SKoIDgnOA,1_WD7kvNQAbscw1c7CFH3A,5,1,0.5,0,No action
1lfLTA62ZTVTRoAeXC7EXA,z5QQGDqErjMKD8XtM00s7g,3Df6ICj0rHROVH4xUlb7Yw,4,1,0.5,0,No action
hxX_83ihwWyWE_p8mO077w,0H9ne5frm1GjO6TjUwbxlw,xmjv8g356v8Qo55ICjG8rg,4,1,0.5,0,No action
-0d1TTyKmgknAYVEDLaqgQ,htC49ZwXiKNka5cp0GKBfQ,r3r_bAfa6pZKIhQB82FizQ,5,1,0.5,0,No action
hfUpkVDfarhfaogS_Y0YOA,MBLcbQ_miC1c11cfXQRKoQ,fi5TM0p_6es4QEw8SKRSfw,5,2,1.5,2,Hide review & alert moderator
GOQUvL0xb-Bqj_79TvyudQ,ZKuevUayT2eqkGNrJm2nAg,Y_Y91oeUrIwYa18F8ey5NQ,5,1,0.5,0,No action
LNAnF5YqVMh91A3eSsoVpQ,q3Fa0PhTGzRl-05fXHIi4g,xxSq7BBoCwUHnaxMMgF5mg,5,1,0.5,0,No action
lI8Bo4AMQT7C-zNLgvRasw,PWtlBs3PCH1l0DdypgEszw,29hR24tcAM3JZaXfA5xCxQ,4,0,0.0,0,No action
bcJsF2Snj2SZx2uGZBGJMQ,My9DUYlhgwARA-6JJ8_Y6Q,jPsSPQpDd_x1AFw6Ts4wKw,4,1,0.5,0,No action
sBms4XMlA7ynZoPpfrhM5Q,GF6IArfVHEFAQmwekt7wug,Yet-ozuhwfG5NLeLqeKcWg,5,1,0.5,0,No action
x08RjoY6FzKBAqLWIw5psg,EbnK9Tb1iE8Svz2z-QPxNw,l1kqHWtICTNk8TdCNisf5A,5,1,0.5,0,No action
gZV-8mMVVaNx1jwm_7h9HA,4E_nPWw89FLFHdNsEgMH-g,EGiGWZp_zSqdeftiFQ7MbA,3,0,0.0,0,No action
oYcKDHrZ8ziPdX9ORRoJUw,qyy2X0sjuwcikplzdATfGg,X5QTGpPfqXFtmtizsGAksw,4,1,0.5,0,No action
YWiQJBrXTuSYgkv1y7QaRw,zS4hmZxiOa7gA5yndaC4EQ,_bsTEMjThKNd8CfiHBX6wg,5,1,0.5,0,No action
BeTsdc7abK_c6QIZPV3o7g,Br9mpMhkVunsp8Un5GpYWA,LzNJLEIo4gh-X_rmDkNkNg,4,1,0.5,0,No action
2ezengWz-lYIDWRCX5cfPQ,NlZE2Oir3HLV0XdELgkjcg,kzZJjm56gG0aSpyA-dS3eA,5,2,1.5,2,Hide review & alert moderator
TFkWpWEpcioVVV-iKU3fdw,Kqvfep2mxS10S50FbVDi4Q,GIGI8bJfN6HyPzmEW-QqjA,4,0,0.0,0,No action
_dO-XDY5X_R0cp53bEGnPA,ZXTIFYJPsqBDeBaoGKJc_Q,M0Ulu3PzwBumgOZJL-6KnQ,4,1,0.5,0,No action
mD0e-9jhmbG13jNxYcIg7Q,sALB8-F04S9VcZMF_GkGUA,9Vu9KhK2-kBSM-FXvxXGNg,3,0,0.0,0,No action
ZceWozc1QEY0c3K4Xz5HYg,VcN9i7sPrGSOn4BnpOJ9tQ,QHyqYUZ0WdxHYPAenIuLjw,4,0,0.0,0,No action
yj_LYhizV601mC2Y9ql55A,aTi0NVrcPJWbN6jAsJVcAw,18TUn9oiW0k0yB6lheiOvw,5,2,1.5,2,Hide review & alert moderator
HqepGdfaKNmtNmdkkeuJVA,E-Bd5r6Z3zMGA75_D4IRKw,d52zg-S0o940WUCK-nNiKw,4,0,0.0,0,No action
lOYV0P8kCp8ll8bI12nmxQ,kFhzv2iDyBrqvfMZHt-yYw,vwZ15OkVO6PemAe87k0M-Q,2,1,0.5,0,No action
mRAbu8Oidt88_MST5GoQTg,ru6uX6w_ms7B_Q3U7wMYbQ,YQvg0JCGRFUkb6reMMf3Iw,4,1,0.5,0,No action
nTCK1ssbAbyZlAYFJAaZZw,Hy8FHZmJIRP-WNMjQZqeMw,SLLRCOUiq-WY0nmePLQAYQ,3,1,0.5,0,No action
r20BS868J_pNak2trwNoqQ,PimB4yUetjP2ylJGMpK21g,x4L42igQPv4TFlqGR2Wthg,5,2,1.5,2,Hide review & alert moderator
YKSDT60LP_Rvmpvj97CFQw,n1h87EmG_HBlp33v3X_QuA,7WGBi29_vj_7RcPVxpLNHA,3,0,0.0,0,No action
CLegdxmPfC1u9IU-r_uGMw,PQOk3AaaODhSykbqYsSgEg,OE5nAmaSVaopeRS1Cs9Kuw,4,1,0.5,0,No action
915mO7l6Lmz_vWqfnIgwkg,6gt6iJB1hiFvSrms5RWxgA,UuAxFxxabj60OrMFdurShw,5,2,1.5,2,Hide review & alert moderator
7D_iPgl-pNRJjYq4O9G24w,Ui00Ci0DO3TCElTJ1rVY6w,PZv6SPORD9ivj4jwKvGgjQ,4,0,0.0,0,No action
bopymn8kouD2GHzrca84cw,pIuRwWH-mVwJeD1m8W2yng,eZyqa81qS0LuH0Bv8vfvrw,5,1,0.505,0,No action
5vaFU2g9t88ge4Fm_JnM2A,htC49ZwXiKNka5cp0GKBfQ,-3WVw1TNQbPBzaKCaQQ1AQ,3,0,0.0,0,No action
4GN4dKHBVHEMzWyAGkZ6bw,r8xfTpifZ7gP5Cd5CSQaIQ,1eJiyKXx_ruNu6F36BJQCg,3,1,0.5,0,No action
yG7p1fhb0q8Pz_oUGU834g,JeBi1WOHYnCW7Jmi3-nrWw,91n02N35x38nvR1XH-jOAw,3,1,0.5,0,No action
G72ULY3aYWnsBh8V3GHnTw,mym5tXZoZCbuPCYQzI5Ysg,F78kWIJw1PrfS4CbB3qk4g,5,1,0.5,0,No action
JngfXIeZ16IEVs9q05TOaA,C5N_L46b_EYU_0WQJt3iwA,fjHUnUP1Lt-YAbeWUx2LrQ,3,1,0.5,0,No action
yJhmdViCBXMpPtIwT1UbBg,ykg3-2C-8Vv3K4mVj1iSfA,fLtUF61A5WrKIRIaWlf9wg,2,0,0.0,0,No action
rHFrTHicKvplYqoAUl__FA,0Sunr838_CEnkDRSAgaz3Q,t_0576Esa58pcLHCEpj31A,4,1,0.5,0,No action
3mXMYCWEhQMGSaTk7tvTGw,qQns9dP75RNOWOVWI_ZKZw,HIiVx2mseVWKtx8TKfWC_A,3,0,0.0,0,No action
nK6jxzqS5pVVTDYtva_Lew,nc3cqVN0UuB3m50-CcMftw,XWvht_1ZLdK7EHJ3jo4q0g,5,1,0.5,0,No action
Jp1Qz-v1T8l26EPpYb7Iow,OCsrk-5wLPhFMMGZUQasrA,Lnohr9bpCbHNsomazXDg-w,1,1,0.5,0,No action
DrFU7tPfdY-95Pm47r72nA,n1ZKHhVozfzCDLEgsZTrkQ,jVaujSVCpH9c2qb7XkvpnA,5,2,1.5,2,Hide review & alert moderator
BkTIVrr0ghwYSOIwBmnk0Q,JnRT9i2d71pY8D8ngzCz9Q,NH67MdKaFGNcP-dlu56pyw,5,1,0.5,0,No action
MsfsufTolTGqp8e1odn0fA,dVJ_y1NGSA_g6rc-NDDWHQ,9ziO3NpoNTKHvIKCBFB_fQ,4,0,0.0,0,No action
LgEe0Ryq099i2O8BhK5Nfw,xg4AdOGHFxJyWByFbG8stA,3n9mSKySEv3G03YjcU-YOQ,4,0,0.0,0,No action
cY55iO5GK4nsY4-4eCSHyQ,L8NC1S3O0AgBwrysvG1wfw,6P2DqisDHtmD4Lvs2sMP-A,1,2,1.5,2,Hide review & alert moderator
23K_F9_k9LaWI44jw31qDA,4jZwjy_SE1LOmYFN9IWibA,dpbY5XypBdeFmo8DsZ-DNQ,5,1,0.5,0,No action
8u4Zx8HOdKGIUdFzjqqXFw,aidmFfjOjpVKD-5L4J6X7w,xsSnuGCCJD4OgWnOZ0zB4A,3,1,0.5,0,No action
zAlqvp4Jz3ImkkEaUjDuOQ,6K6GvIJZ_G_luOrVZDwrZw,MXOdsPTLQPsQK9hUq01DWg,4,0,0.0,0,No action
PIDUqvrJvHE0dBUYThQwag,L3XWX_dd8_pYnRSMdppjDg,#NAME?,3,1,0.5,0,No action
CIcYQfeXAHpGHcb78HLdJg,IEFyvGVxFKhYJDyEV5Erog,8lKiCgPn_eonn5CNsffabw,2,1,0.5,0,No action
8ex-QTfinXgYqxBsjv5dcw,l53FUDHRHLg7BQ89KgAtxQ,oajNY_oTIMb7YZsor7Xonw,4,0,0.0,0,No action
eepsXJKHhETXXU4fFgm8aA,#NAME?,z8eZR3tKIXIo2X9rEd9p2A,1,1,0.5,0,No action
8RdvpQ1dFAUE8kIZvbtbcw,ebCOe-Bavz5fYCVL716KIA,4AKcmN--0hbF0kX9pg8scg,5,3,1.995,2,Hide review & alert moderator
8Xt2fKbgEujyRojTmP8tbA,sALB8-F04S9VcZMF_GkGUA,GXFGmNCR4jgT8toUBQp2Hg,5,2,1.5,2,Hide review & alert moderator
X6RfPfjHFBkA2UB3QotYSw,rR5W8Bj-IGu6sw1_1v4m7g,IMGW6y8wHQCfr_6k-YXg_A,4,0,0.0,0,No action
RlJ_E3O9p9QGjrQEsChm2Q,VlpwSHJnXruY2nWJMcvg7A,xhwp_bACX0017Qxu8_AVbw,4,1,0.5,0,No action
cHQXswil4gewZ--z-wtc8Q,hcctCQy3bdZMezrUKkZLtA,ojjtPlnSmCX1zCzWL7JoNQ,5,1,0.5,0,No action
0zaH6wDCTDs75jxXnXV51A,hpuc-b9xxcrOWluFYmCLoA,Zx8_4zKdDBSO3qGrkukBIA,5,2,1.5,2,Hide review & alert moderator
OHEPhyLR6NoadE9BlBcPkQ,vTvxsif_dlYJOtFxS-t2RQ,ss5gVggeSmAgMUeL65UvYw,4,0,0.0,0,No action
MtTbbSSKXimJCjvhEl6BIw,IdcwNulMu2xQN8JDvm67SA,1NZLxU5WvB5roPFzneAlLw,2,0,0.0,0,No action
xmXoAQdtynpoI0fQvtQsZA,PlYBocPQMxzbDWLGIGAa4g,TsmBNiwMMeb8aRrZs00JBA,2,1,0.5,0,No action
hw7z9Y1Hvr9sXwKqUxMO3Q,CuLj9-1BYbK7KkmO2dC7Aw,Ih1TGSZyu2Q8htn2JA4tIA,2,0,0.0,0,No action
jDfW8sYmK9-JNcZoyY_naA,nDBly08j5URmrHQ2JCbyiw,7Jmri1RCl9Ksmpi5EoIOZQ,4,0,0.0,0,No action
63pmCoLKOMVRBkI-kI4W-Q,Aj7Gx0gmjb-tX9tJ4IvqKQ,jiuXlfRHzpi9DLzdx9yqvQ,1,2,1.5,2,Hide review & alert moderator
A8LQr-i0lN5x_tts8mwXdg,XaSDZk_rE3D7WI4EKtXM2Q,xY1sPHTA2RGVFlh5tZhs9g,2,1,0.5,0,No action
pKmFVKVA5GQN5dqU8QblAA,V4VW69mBsRzfa3mLmyBqLQ,O_ZNZDr6c5CsK6GgsKdDeQ,4,1,0.5,0,No action
Lf5qRPFFlsrpT8IN2RYe6w,w_hcSjqLeSZQL9Rx1UP-Tw,XeoeF0twXRV4mUZJgIjc8A,4,0,0.0,0,No action
JS6RZ9f1NDo1QcbpEoA-bg,uNbB1uR4EBhmygUc3IfPAw,4juYmq_YpvdV8HZ1r0AWBw,4,0,0.0,0,No action
U70RIBj0LRe7E68XGsGURg,8h5EXsiEuK5_igQ0cgxPZQ,CMTDZRDnv_O0rwAvRVbjvg,4,0,0.0,0,No action
0UBnLhVxAfBI8e36wTupXA,ysINNe8YpbOW_-5T5CSyhw,tenKOmTRi2rjZAWwNCDv6w,5,1,0.5,0,No action
47lUbqC14ufZJYEG5-RcOw,_PzSNcfrCjeBxSLXRoMmgQ,sbD4f8aOsXZ6PJYh1kN4Ag,3,0,0.0,0,No action
mtKGyWW1YFniTYzIFendBg,8Uuzc8YpvQgGLeB0X-Ferw,XkNQVTkCEzBrq7OlRHI11Q,3,0,0.0,0,No action
YR-RzwSMkn5XIcX47kiT_w,oKzkyfGalJC3-BOeLLCcIw,nXKwzVKJCtIGd4HxXgjdnQ,4,0,0.0,0,No action
64oFbcXXvvr18fPZi9rREg,bkRfY8jHdFxf7k8vLX4buA,UIGFrEcoDsw05I1UOrxdOA,2,0,0.0,0,No action
uGTQAJ9h3WfqoHif_DbDKQ,04xW5mhSBaCzpjbcf2VSZg,fJx0N4N0NbyHEeoDU9nH8g,4,0,0.0,0,No action
t9ngnScZDCF1QTkYKGgEsQ,V1k7XMUX4qHVUi-3IUYzhA,jJhNOhuGpIsJX5SEUFFWYQ,4,0,0.0,0,No action
ABF9gU7feK6obdFDeBq0vQ,bGvtW70L5c2SBp6mwAvqLA,YxLiLBNTm4cOg7OlKKLmVw,4,1,0.5,0,No action
kKGlFLRIgvpil-uRw8CjtA,aqmtZa9o9K4casagyyfpyA,6PQZz7xe2VoWNjhPQhoPjA,5,1,0.5,0,No action
7X9CV9e3PS_q-a_024kosA,QiR2X306Yzd9fuJdKDhkGg,F8q_9PUl-Lwjj9xIRPArcg,5,1,0.5,0,No action
BRHJDnT-kLosTfUWhRBQ_w,hcctCQy3bdZMezrUKkZLtA,uEJQSIjWui-TDWXaGlcqyQ,4,1,0.5,0,No action
7pDu262vEGm7Avr9QeghAA,wvsMlpa6U9RV4-_pU4gBJg,sDGjlZV3SqYGWG9BO4ZpMA,1,2,1.5,2,Hide review & alert moderator
DdGcTKaN7G1TbMZ5rbEWqQ,DOJM58OkGSsIdk2qCUZnLQ,L9UYbtAUOcfTgZFimehlXw,3,1,0.5,0,No action
k1Z_y1mV3of8Jsl0AsibFQ,VnOtsJ2514YIAd0fM2O8oQ,RMcSaSsKiIRTO-OO-6kW3w,4,1,0.51,0,No action
5E83rtbNiOHzRhvBXBpaog,VcIlVWhLQLlKoHfVhsA97w,LM9d5wQcVqh97g7qpCQ88A,5,2,1.5,2,Hide review & alert moderator
N4fLnV6utcZyMzPraZbOFg,tueZZgG49lLPMj1gRkM2Ag,XWpkTxBLgRXxl7g2Hw62Qg,5,2,1.5,2,Hide review & alert moderator
wUcCDY7qrFPvdi5IJnorFg,KnutNOkfu5t1XA8rEhiq2Q,hzHyNCc3WijMVOzPcCuRJg,4,1,0.5,0,No action
bUry2lOH49ZiLa6689F6Qw,cRyNICH0mhjxagvSyVr60Q,IP_1LeKBGA5HYzNQrGqJGQ,5,1,0.5,0,No action
1cwNQX4UvihE4ylRyw_eog,gC9JZOzHYxJd8IxUlzoqtw,50cJrzHLMDQiazc-w0V2gA,1,2,1.5,2,Hide review & alert moderator
y5WcIWT8SCTX2FfM6zjJtg,DW15zMg6lrCiSGwo04uWkQ,pfTwzep_4hRTX_jXoi38cw,1,2,1.5,2,Hide review & alert moderator
wIQ3fPSi6KhB24wmcpO6Ow,gOvKWYXobX_Pgzsz-K8auA,6Kon3cR5ZEm5rmYKlpcfcw,5,1,0.5,0,No action
ICUGOXjzk8KaV54W0exmDw,OOxLwlNadygUwL_aG8KnSQ,mhQCxOiqp03qnhGRTtPduw,5,1,0.5,0,No action
o6OaLBaDitDYi0HgIl18Bg,vsXP832M0kOxKpfduD7dWw,tZXPhvufHhfejGrRp554Lg,2,0,0.0,0,No action
twjAkn8Z7OlAemQfZexVrQ,JNfR68wvXOCt0Toy9OBfDg,e9nN4XxjdHj4qtKCOPq_vg,5,1,0.5,0,No action
UYn6Kod4ZluHcuMZRG55jA,M-d7R2GVDqUi8iBaLyXcwg,j5HLcBru7FEirYJPbKFVWA,4,1,0.5,0,No action
JGefSV5LTpgH2tC4g-jtVQ,4aL1FgMljGIuDNksiLVKDw,6dqDSEMDqTA-wNOdWtshUQ,2,0,0.0,0,No action
LZIPa3wJjIZZUw6khjk-zg,Jw3ocYlfPw3T7g0OknI-lQ,yhe0HLEd6g-WCxF5rKVF_A,4,1,0.5,0,No action
lS0sRdDgeY0v4TKjjXj-7Q,x46c5z1ldZHuYcLlrIf1nA,R6aazv8FB-6BeanY3ag8kw,3,1,0.5,0,No action
PO6P1STqxLYNePwM4kvTUg,gst9ZZo44SwKzg9F1IHpSQ,7fdAFixba3JDk0pCCiAx8w,5,2,1.5,2,Hide review & alert moderator
5LlWXd1r7nnCrSb_RWlU4w,CC1INHcQo7eM-SST44UnVA,tqDwpyCB53TiEIv915Tuww,3,0,0.0,0,No action
9pHuaXzP6gi_TQX0gnHIqg,xAVu2pZ6nIvkdHh8vGs84Q,R1ySBCVS2eQf-s0Z4ifIug,2,0,0.0,0,No action
VrYtuGimhq7UqBBmKtkfVw,0qIsBt4EzBDCKrIviV55Ew,cN6aBxe2mQvrQlzk26LyRQ,4,0,0.0,0,No action
W31rbleIX9NdRdkEBdEO_Q,ZKz2htCNEjDUPqiImJhHrA,R4zcw0jq-gMgDtPyCjwnew,5,2,1.5,2,Hide review & alert moderator
3mz-4BcEktKFjSTPy_Zn9Q,9F3ZmyGKIA6ALNWgEq3Log,1zDCfNgtfyh-Uw8j3JxhHA,5,2,1.5,2,Hide review & alert moderator
HubRamXEv3IS3pW7x5oteQ,0q87nf1yJFv0GML2J64Ttg,uEJQSIjWui-TDWXaGlcqyQ,5,1,0.5,0,No action
Aq6CcDYwQrFtL5nBJ-wHiw,w6Vv-kldGpmvSGqXvTbAdQ,gUt-pPUpOVVhaCFC8-E4yQ,4,0,0.0,0,No action
xh5iJ4WMi3WNGFI2fpawOA,90a6z--_CUrl84aCzZyPsg,uEJQSIjWui-TDWXaGlcqyQ,4,0,0.0,0,No action
BK4FpIlwDx2mAhk9qsK3sQ,2qnz2y_Z1nDo2HqqfxJxSA,ItMihRR-t810HgctGofF3g,2,1,0.505,0,No action
hlA2F8tM4UpeIq7Zy9EQ9A,t79B56n8IeVrMNmM4QU2Ow,4eFIVmbeCvJGCrhzmd-VYA,5,1,0.5,0,No action
OuY0JQ1vSp5-SCVipZgl7A,J9u2d1P-nr937LGlZ3wmHQ,Jje3kP5CNasYDSpH0NPRGQ,4,0,0.0,0,No action
J5zQQjvwo-aodvxtw-HlzQ,2ARM6NFVciTzV21r7p8jiw,JDFmfsK_i20VFXbGE1PRVw,2,1,0.5,0,No action
748rZWrS3ZR4xhhvfGJUcg,XFLeKAsj3UKv5VPoIQjdIw,O-Xa9GCFWI65YiBD5Jw_hA,5,1,0.5,0,No action
RC6FR0Ov1PWR64a_Hqhzfw,dEMm29V7ktNHndxwXzhPfA,FV0BkoGOd3Yu_eJnXY15ZA,5,1,0.5,0,No action
cnXCw7hxnz1tytLG3y_kTg,f4_0MTexPnmvuWwjTsR_mQ,8cL7aJVKTYmLguzXEAS3Lw,4,1,0.5,0,No action
T4L2cqUhhDv7BJSs7wqg5Q,oXBahXJCXUEATm5IVexw8A,D5xdl1REXFeix3y1u-nXLw,5,1,0.5,0,No action
sA_wkvAZpt4Hm6AXGecKNA,AdEy5KAIlMAy8xHyuMQCFg,IuAPYzf3NSyfyXYgT46YVA,5,1,0.5,0,No action
MtFe-FuiOmo0vlo16_-tRg,y9YW-BpDACEGytpX3NaeRw,IykF45RvqD14rudLTDoigA,2,1,0.5,0,No action
sygb6tDxewmncTsLdHFzkA,61CTpBsZmaYbBO0qOZzROA,UU-kkvyX6pyrl_4fK6Qpvg,4,1,0.5,0,No action
0GWbPY8bPMehWN73xvuOdg,omuO9FVYAVRTybkSc4a4fw,_FXql6eVhbM923RdCi94SA,4,0,0.0,0,No action
nAJ0HvYhoUjo5wKMewK7iA,mqueHx5CFC9IsZxLQb3H9g,J-c25QK8xBqv1P-huUkoTQ,5,1,0.5,0,No action
oY2weReylq-SmJUp3LBAvQ,ikm0UCahtK34LbLCEw4YTw,GrUh2Jo6sL3wllrtZY4zmg,3,0,0.0,0,No action
zcOqzbvDrPY-kJvMMoaGDg,4lkTIhTuMhLprQprGlTRlA,1nhug_rhFFtF9D61X_EVBg,4,0,0.0,0,No action
#NAME?,7MN4_lEG5yVFTaEHSfJMVg,duHUQFn7K-Ybs1rPI4AOEQ,5,2,1.46,2,Hide review & alert moderator
jhuJCBXos-g3xSWVky-NkQ,ZcjSjT_7mQOx2LOhYq01bw,iWlaj4R-2BTsWR7PwL90BQ,1,1,0.5,0,No action
uddCuR6lHzMya-U4t6OzXw,lcu7u9kSWMeSNq6j135BfQ,7lbvsGKzhjuX3oJtaXJvOg,5,2,1.5,2,Hide review & alert moderator
#NAME?,wEwU88bt18BUf7DhHDRbHw,zofs5Ig8kgvtFyp3ySoSBA,5,1,0.5,0,No action
eSoWi45YPFQYUz8fN6VdpA,w225lKHnX3jorkSXWgss0Q,jJhNOhuGpIsJX5SEUFFWYQ,1,1,0.5,0,No action
hqpTT_eLPiQlb7-77zUo3w,kBM2vv1yEDqByi5FvucHYw,oIkwj10HmUiognO68j7jOg,1,1,0.5,0,No action
Tx4liSAgZDz9pNTRwXLAEg,V-gZC7GXA82mYfvWprtYJg,z3yFuLVrmH-3RJruPEMYKw,5,2,1.5,2,Hide review & alert moderator
EMYmuTlyeNBy5QB9PN1HWw,nDBly08j5URmrHQ2JCbyiw,fZWVI2Bjk6wJoRUB0s4Pzg,2,0,0.0,0,No action
NVXB1Hzil7qSe6MpdD8oYg,cZWYisGrQIuN7Guez4KGjQ,umdxfhSlk67yGEi8-S-bEg,1,3,2.0,1,Flag for manual review
ITCXnv7hHhq5VuUKDSdpLA,jt8jtEY1K6TD1FBzYa7HGw,CFaRVxsnN4Zjf28cbORKIA,3,0,0.0,0,No action
350wZFK1W9Hz1e9b-On3Hg,eapbAr6Zi5G8rK62gaWT9Q,9dopZKjYiKwPiw7kEQsEag,3,1,0.5,0,No action
2jEbztXAifOWzMMKHv58YQ,GnZWh25MyJD1d5FMKl3QmA,Dp9905k5BH4MsWHK_K01tg,4,0,0.0,0,No action
